Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Yards from Scrimmage,24,14,232,35,2018,24,29
Yards from Scrimmage,24,15,1029,30,2017,24,17
Yards from Scrimmage,24,16,1334,28,2017,24,17
Yards from Scrimmage,24,17,1424,28,2017,24,17
Yards from Scrimmage,24,18,1084,23,2017,24,26
Yards from Scrimmage,24,19,1332,17,2017,24,26
Yards from Scrimmage,24,20,284,15,2017,24,26
Yards from Scrimmage,24,21,513,11,2017,24,17
Yards from Scrimmage,24,22,1424,10,2017,24,26
Yards from Scrimmage,24,23,284,10,2018,24,29
Yards from Scrimmage,24,24,1521,8,2017,24,26
Yards from Scrimmage,24,25,1521,4,2018,24,29
Yards from Scrimmage,24,26,848,3,2017,24,17
Yards from Scrimmage,24,27,513,2,2017,24,26
All-Purpose Yards,24,0,1579,154,2018,24,29
All-Purpose Yards,24,1,597,119,2017,24,26
All-Purpose Yards,24,2,1424,89,2018,24,29
All-Purpose Yards,24,3,848,82,2018,24,29
All-Purpose Yards,24,4,827,65,2018,24,29
All-Purpose Yards,24,5,1495,64,2018,24,29
All-Purpose Yards,24,6,1521,57,2017,24,17
All-Purpose Yards,24,7,1029,56,2017,24,26
All-Purpose Yards,24,8,824,55,2017,24,17
All-Purpose Yards,24,9,597,50,2017,24,17
All-Purpose Yards,24,10,222,47,2017,24,26
All-Purpose Yards,24,11,1495,45,2017,24,17
All-Purpose Yards,24,12,222,44,2017,24,17
All-Purpose Yards,24,13,284,43,2017,24,17
All-Purpose Yards,24,14,848,40,2017,24,26
All-Purpose Yards,24,15,1332,39,2017,24,26
All-Purpose Yards,24,16,1495,36,2017,24,26
All-Purpose Yards,24,17,232,35,2018,24,29
All-Purpose Yards,24,18,374,31,2017,24,17
All-Purpose Yards,24,19,1029,30,2017,24,17
All-Purpose Yards,24,20,1334,28,2017,24,17
All-Purpose Yards,24,21,1424,28,2017,24,17
All-Purpose Yards,24,22,1084,23,2017,24,26
All-Purpose Yards,24,23,258,16,2018,24,29
All-Purpose Yards,24,24,1579,15,2017,24,17
All-Purpose Yards,24,25,284,15,2017,24,26
All-Purpose Yards,24,26,513,11,2017,24,17
All-Purpose Yards,24,27,267,11,2018,24,29
All-Purpose Yards,24,28,1424,10,2017,24,26
All-Purpose Yards,24,29,284,10,2018,24,29
All-Purpose Yards,24,30,1521,8,2017,24,26
All-Purpose Yards,24,31,1521,4,2018,24,29
All-Purpose Yards,24,32,848,3,2017,24,17
All-Purpose Yards,24,33,513,2,2017,24,26
Quarterback Rating,26,0,1240,1020,2018,26,15
Quarterback Rating,26,1,1240,1013,2017,26,24
Quarterback Rating,26,2,1240,970,2018,26,29
Quarterback Rating,26,3,1240,807,2017,26,10
Quarterback Rating,26,4,1240,582,2018,26,13
Pass Attempts,26,0,1240,46,2018,26,29
Pass Attempts,26,1,1240,45,2018,26,15
Pass Attempts,26,2,1240,37,2017,26,10
Pass Attempts,26,3,1240,34,2018,26,13
Pass Attempts,26,4,1240,25,2017,26,24
Pass Attempts,26,5,1149,7,2018,26,13
Pass Completions,26,0,1240,34,2018,26,15
Pass Completions,26,1,1240,30,2018,26,29
Pass Completions,26,2,1240,25,2017,26,10
Pass Completions,26,3,1240,17,2017,26,24
Pass Completions,26,4,1240,16,2018,26,13
Pass Completions,26,5,1149,3,2018,26,13
Completion Percentage,26,0,1240,756,2018,26,15
Completion Percentage,26,1,1240,680,2017,26,24
Completion Percentage,26,2,1240,676,2017,26,10
Completion Percentage,26,3,1240,652,2018,26,29
Completion Percentage,26,4,1240,471,2018,26,13
Passing Yards,26,0,1240,400,2018,26,15
Passing Yards,26,1,1240,288,2018,26,29
Passing Yards,26,2,1240,198,2017,26,10
Passing Yards,26,3,1240,175,2017,26,24
Passing Yards,26,4,1240,138,2018,26,13
Passing Yards,26,5,1149,7,2018,26,13
Yards per Pass Attempt,26,0,1240,889,2018,26,15
Yards per Pass Attempt,26,1,1240,700,2017,26,24
Yards per Pass Attempt,26,2,1240,626,2018,26,29
Yards per Pass Attempt,26,3,1240,535,2017,26,10
Yards per Pass Attempt,26,4,1240,406,2018,26,13
Passing Touchdowns,26,0,1240,2,2018,26,29
Passing Touchdowns,26,1,1240,1,2017,26,24
Times Sacked,26,0,1240,2,2017,26,24
Times Sacked,26,1,1240,1,2017,26,10
Times Sacked,26,2,1240,1,2018,26,15
Rushing Attempts,26,0,992,22,2018,26,15
Rushing Attempts,26,1,992,19,2017,26,24
Rushing Attempts,26,2,992,15,2018,26,29
Rushing Attempts,26,3,992,13,2017,26,10
Rushing Attempts,26,4,3236,12,2018,26,15
Rushing Attempts,26,5,992,11,2018,26,13
Rushing Attempts,26,6,2427,9,2017,26,24
Rushing Attempts,26,7,1174,8,2017,26,10
Rushing Attempts,26,8,3236,5,2018,26,29
Rushing Attempts,26,9,1240,4,2017,26,24
Rushing Attempts,26,10,1240,3,2018,26,15
Rushing Attempts,26,11,3236,3,2018,26,13
Rushing Attempts,26,12,1240,2,2018,26,13
Rushing Attempts,26,13,1240,1,2017,26,10
Rushing Attempts,26,14,1240,1,2018,26,29
Rushing Attempts,26,15,691,1,2018,26,15
Rushing Yards,26,0,992,72,2017,26,24
Rushing Yards,26,1,992,53,2018,26,29
Rushing Yards,26,2,992,53,2018,26,15
Rushing Yards,26,3,3236,34,2018,26,15
Rushing Yards,26,4,992,32,2018,26,13
Rushing Yards,26,5,2427,28,2017,26,24
Rushing Yards,26,6,1240,27,2017,26,24
Rushing Yards,26,7,1240,23,2018,26,15
Rushing Yards,26,8,3236,14,2018,26,29
Rushing Yards,26,9,992,12,2017,26,10
Rushing Yards,26,10,1174,10,2017,26,10
Rushing Yards,26,11,1240,10,2017,26,10
Rushing Yards,26,12,1240,5,2018,26,13
Rushing Yards,26,13,3236,4,2018,26,13
Rushing Yards,26,14,691,2,2018,26,15
Yards per Carry,26,0,992,379,2017,26,24
Yards per Carry,26,1,992,353,2018,26,29
Yards per Carry,26,2,992,241,2018,26,15
Rushing Touchdowns,26,0,992,1,2018,26,15
Receptions,26,0,1648,9,2018,26,29
Receptions,26,1,1648,9,2018,26,13
Receptions,26,2,530,7,2017,26,10
Receptions,26,3,1648,7,2018,26,15
Receptions,26,4,1648,6,2017,26,10
Receptions,26,5,992,6,2018,26,15
Receptions,26,6,530,5,2018,26,15
Receptions,26,7,547,4,2017,26,24
Receptions,26,8,547,4,2017,26,10
Receptions,26,9,367,4,2018,26,29
Receptions,26,10,530,4,2018,26,29
Receptions,26,11,1134,4,2018,26,29
Receptions,26,12,367,4,2018,26,15
Receptions,26,13,691,4,2018,26,15
Receptions,26,14,992,4,2018,26,13
Receptions,26,15,1264,3,2017,26,24
Receptions,26,16,2499,3,2018,26,29
Receptions,26,17,1134,3,2018,26,15
Receptions,26,18,3236,3,2018,26,15
Receptions,26,19,530,2,2017,26,24
Receptions,26,20,691,2,2017,26,24
Receptions,26,21,992,2,2017,26,24
Receptions,26,22,1648,2,2017,26,24
Receptions,26,23,691,2,2017,26,10
Receptions,26,24,886,2,2017,26,10
Receptions,26,25,992,2,2017,26,10
Receptions,26,26,1264,2,2017,26,10
Receptions,26,27,691,2,2018,26,29
Receptions,26,28,992,2,2018,26,29
Receptions,26,29,1550,2,2018,26,15
Receptions,26,30,367,2,2018,26,13
Receptions,26,31,1134,2,2018,26,13
Receptions,26,32,1174,1,2017,26,24
Receptions,26,33,1550,1,2017,26,24
Receptions,26,34,2433,1,2018,26,29
Receptions,26,35,3236,1,2018,26,29
Receptions,26,36,691,1,2018,26,13
Receptions,26,37,1550,1,2018,26,13
Receiving Yards,26,0,530,100,2018,26,15
Receiving Yards,26,1,1648,96,2018,26,15
Receiving Yards,26,2,1648,80,2018,26,29
Receiving Yards,26,3,1648,77,2018,26,13
Receiving Yards,26,4,1648,73,2017,26,10
Receiving Yards,26,5,1134,69,2018,26,29
Receiving Yards,26,6,992,69,2018,26,15
Receiving Yards,26,7,530,67,2017,26,10
Receiving Yards,26,8,691,41,2017,26,24
Receiving Yards,26,9,530,40,2018,26,29
Receiving Yards,26,10,691,38,2018,26,15
Receiving Yards,26,11,530,36,2017,26,24
Receiving Yards,26,12,1648,36,2017,26,24
Receiving Yards,26,13,547,33,2017,26,10
Receiving Yards,26,14,992,33,2018,26,13
Receiving Yards,26,15,367,31,2018,26,29
Receiving Yards,26,16,367,31,2018,26,15
Receiving Yards,26,17,1134,31,2018,26,15
Receiving Yards,26,18,992,28,2017,26,24
Receiving Yards,26,19,2499,25,2018,26,29
Receiving Yards,26,20,1550,25,2018,26,15
Receiving Yards,26,21,367,19,2018,26,13
Receiving Yards,26,22,691,16,2018,26,29
Receiving Yards,26,23,1264,14,2017,26,24
Receiving Yards,26,24,2433,14,2018,26,29
Receiving Yards,26,25,1550,13,2017,26,24
Receiving Yards,26,26,691,13,2017,26,10
Receiving Yards,26,27,3236,10,2018,26,15
Receiving Yards,26,28,1550,10,2018,26,13
Receiving Yards,26,29,992,8,2018,26,29
Receiving Yards,26,30,886,7,2017,26,10
Receiving Yards,26,31,691,7,2018,26,13
Receiving Yards,26,32,547,5,2017,26,24
Receiving Yards,26,33,1264,5,2017,26,10
Receiving Yards,26,34,3236,5,2018,26,29
Receiving Yards,26,35,1174,2,2017,26,24
Yards per Reception,26,0,530,2000,2018,26,15
Yards per Reception,26,1,1648,1371,2018,26,15
Yards per Reception,26,2,1648,1217,2017,26,10
Yards per Reception,26,3,992,1150,2018,26,15
Yards per Reception,26,4,530,957,2017,26,10
Yards per Reception,26,5,1648,889,2018,26,29
Yards per Reception,26,6,1648,856,2018,26,13
Receiving Touchdowns,26,0,1648,1,2017,26,24
Receiving Touchdowns,26,1,2433,1,2018,26,29
Receiving Touchdowns,26,2,2499,1,2018,26,29
Targeted Passes,26,0,1648,18,2018,26,13
Targeted Passes,26,1,1648,14,2018,26,29
Targeted Passes,26,2,992,10,2018,26,15
Targeted Passes,26,3,530,9,2017,26,10
Targeted Passes,26,4,547,9,2017,26,10
Targeted Passes,26,5,1648,9,2018,26,15
Targeted Passes,26,6,1648,8,2017,26,10
Targeted Passes,26,7,367,8,2018,26,29
Targeted Passes,26,8,992,7,2018,26,13
Targeted Passes,26,9,1648,6,2017,26,24
Targeted Passes,26,10,530,6,2018,26,29
Targeted Passes,26,11,691,6,2018,26,29
Targeted Passes,26,12,367,6,2018,26,15
Targeted Passes,26,13,691,5,2017,26,24
Targeted Passes,26,14,530,5,2018,26,15
Targeted Passes,26,15,691,5,2018,26,15
Targeted Passes,26,16,367,5,2018,26,13
Targeted Passes,26,17,1134,5,2018,26,13
Targeted Passes,26,18,547,4,2017,26,24
Targeted Passes,26,19,1134,4,2018,26,29
Targeted Passes,26,20,1134,4,2018,26,15
Targeted Passes,26,21,1264,3,2017,26,24
Targeted Passes,26,22,691,3,2017,26,10
Targeted Passes,26,23,886,3,2017,26,10
Targeted Passes,26,24,2499,3,2018,26,29
Targeted Passes,26,25,3236,3,2018,26,15
Targeted Passes,26,26,530,2,2017,26,24
Targeted Passes,26,27,992,2,2017,26,24
Targeted Passes,26,28,992,2,2017,26,10
Targeted Passes,26,29,1264,2,2017,26,10
Targeted Passes,26,30,992,2,2018,26,29
Targeted Passes,26,31,3236,2,2018,26,29
Targeted Passes,26,32,1550,2,2018,26,15
Targeted Passes,26,33,1550,2,2018,26,13
Targeted Passes,26,34,1174,1,2017,26,24
Targeted Passes,26,35,1550,1,2017,26,24
Targeted Passes,26,36,2427,1,2017,26,24
Targeted Passes,26,37,1174,1,2017,26,10
Targeted Passes,26,38,2433,1,2018,26,29
Targeted Passes,26,39,1199,1,2018,26,15
Targeted Passes,26,40,691,1,2018,26,13
Targeted Passes,26,41,1199,1,2018,26,13
Targeted Passes,26,42,2499,1,2018,26,13
Targeted Passes,26,43,3236,1,2018,26,13
Passes Dropped,26,0,1648,3,2018,26,13
Passes Dropped,26,1,1648,2,2017,26,24
Passes Dropped,26,2,1648,2,2018,26,29
Passes Dropped,26,3,691,1,2017,26,24
Passes Dropped,26,4,547,1,2017,26,10
Passes Dropped,26,5,691,1,2017,26,10
Passes Dropped,26,6,367,1,2018,26,29
Passes Dropped,26,7,992,1,2018,26,15
Passes Dropped,26,8,367,1,2018,26,13
Interceptions,26,0,620,1,2017,26,24
Interceptions,26,1,348,1,2018,26,29
Pass Defense Percentage,26,0,137,883,2017,26,24
Pass Defense Percentage,26,1,620,883,2017,26,24
Pass Defense Percentage,26,2,2962,875,2017,26,10
Pass Defense Percentage,26,3,679,867,2017,26,24
Pass Defense Percentage,26,4,3080,858,2018,26,15
Pass Defense Percentage,26,5,1626,840,2018,26,15
Pass Defense Percentage,26,6,1004,825,2018,26,15
Pass Defense Percentage,26,7,348,825,2018,26,13
Pass Defense Percentage,26,8,382,820,2017,26,24
Pass Defense Percentage,26,9,137,820,2018,26,15
Pass Defense Percentage,26,10,555,818,2017,26,24
Pass Defense Percentage,26,11,555,818,2017,26,10
Pass Defense Percentage,26,12,1004,817,2018,26,29
Pass Defense Percentage,26,13,382,796,2018,26,15
Pass Defense Percentage,26,14,3080,786,2018,26,29
Pass Defense Percentage,26,15,382,785,2017,26,10
Pass Defense Percentage,26,16,137,781,2017,26,10
Pass Defense Percentage,26,17,1626,780,2018,26,13
Pass Defense Percentage,26,18,797,777,2018,26,13
Pass Defense Percentage,26,19,1004,771,2018,26,13
Pass Defense Percentage,26,20,727,767,2018,26,29
Pass Defense Percentage,26,21,348,764,2018,26,15
Pass Defense Percentage,26,22,348,762,2018,26,29
Pass Defense Percentage,26,23,797,761,2018,26,29
Pass Defense Percentage,26,24,446,758,2017,26,24
Pass Defense Percentage,26,25,446,741,2017,26,10
Pass Defense Percentage,26,26,679,741,2017,26,10
Pass Defense Percentage,26,27,1626,737,2018,26,29
Pass Defense Percentage,26,28,348,728,2017,26,24
Pass Defense Percentage,26,29,137,728,2018,26,29
Pass Defense Percentage,26,30,797,728,2018,26,15
Pass Defense Percentage,26,31,620,725,2017,26,10
Pass Defense Percentage,26,32,382,714,2018,26,13
Pass Defense Percentage,26,33,3080,713,2018,26,13
Pass Defense Percentage,26,34,806,704,2018,26,13
Pass Defense Percentage,26,35,137,688,2018,26,13
Pass Defense Percentage,26,36,382,680,2018,26,29
Pass Defense Percentage,26,37,727,673,2018,26,15
Pass Defense Percentage,26,38,348,616,2017,26,10
Pass Defense Percentage,26,39,3785,555,2018,26,29
Tackles,26,0,348,11,2018,26,29
Tackles,26,1,620,8,2017,26,24
Tackles,26,2,348,8,2017,26,10
Tackles,26,3,137,8,2018,26,29
Tackles,26,4,1626,7,2018,26,29
Tackles,26,5,797,7,2018,26,15
Tackles,26,6,797,7,2018,26,13
Tackles,26,7,3080,7,2018,26,13
Tackles,26,8,348,6,2017,26,24
Tackles,26,9,382,6,2017,26,10
Tackles,26,10,727,6,2018,26,15
Tackles,26,11,1626,6,2018,26,15
Tackles,26,12,1626,6,2018,26,13
Tackles,26,13,679,5,2017,26,24
Tackles,26,14,555,5,2017,26,10
Tackles,26,15,620,5,2017,26,10
Tackles,26,16,748,5,2017,26,10
Tackles,26,17,382,5,2018,26,29
Tackles,26,18,797,5,2018,26,29
Tackles,26,19,3785,5,2018,26,29
Tackles,26,20,348,5,2018,26,15
Tackles,26,21,137,5,2018,26,13
Tackles,26,22,806,5,2018,26,13
Tackles,26,23,382,4,2017,26,24
Tackles,26,24,555,4,2017,26,24
Tackles,26,25,679,4,2017,26,10
Tackles,26,26,2962,4,2017,26,10
Tackles,26,27,348,4,2018,26,13
Tackles,26,28,382,4,2018,26,13
Tackles,26,29,1234,3,2017,26,24
Tackles,26,30,1626,3,2017,26,24
Tackles,26,31,137,3,2017,26,10
Tackles,26,32,446,3,2017,26,10
Tackles,26,33,639,3,2017,26,10
Tackles,26,34,727,3,2018,26,29
Tackles,26,35,748,3,2018,26,29
Tackles,26,36,382,3,2018,26,15
Tackles,26,37,1765,3,2018,26,15
Tackles,26,38,3785,3,2018,26,15
Tackles,26,39,270,3,2018,26,13
Tackles,26,40,393,3,2018,26,13
Tackles,26,41,1765,3,2018,26,13
Tackles,26,42,3785,3,2018,26,13
Tackles,26,43,137,2,2017,26,24
Tackles,26,44,393,2,2017,26,24
Tackles,26,45,446,2,2017,26,24
Tackles,26,46,639,2,2017,26,24
Tackles,26,47,1234,2,2017,26,10
Tackles,26,48,393,2,2018,26,29
Tackles,26,49,1004,2,2018,26,29
Tackles,26,50,748,2,2018,26,15
Tackles,26,51,806,2,2018,26,15
Tackles,26,52,748,2,2018,26,13
Tackles,26,53,982,2,2018,26,13
Tackles,26,54,748,1,2017,26,24
Tackles,26,55,752,1,2017,26,24
Tackles,26,56,2962,1,2017,26,24
Tackles,26,57,3080,1,2017,26,24
Tackles,26,58,799,1,2017,26,10
Tackles,26,59,1004,1,2017,26,10
Tackles,26,60,270,1,2018,26,29
Tackles,26,61,806,1,2018,26,29
Tackles,26,62,982,1,2018,26,29
Tackles,26,63,2923,1,2018,26,29
Tackles,26,64,3080,1,2018,26,29
Tackles,26,65,137,1,2018,26,15
Tackles,26,66,982,1,2018,26,15
Tackles,26,67,3080,1,2018,26,15
Tackles,26,68,727,1,2018,26,13
Tackles,26,69,1004,1,2018,26,13
Tackles,26,70,1538,1,2018,26,13
Tackles,26,71,2923,1,2018,26,13
Assists,26,0,797,4,2018,26,29
Assists,26,1,348,4,2018,26,15
Assists,26,2,137,3,2017,26,24
Assists,26,3,348,3,2017,26,10
Assists,26,4,382,3,2017,26,10
Assists,26,5,348,3,2018,26,29
Assists,26,6,1626,3,2018,26,29
Assists,26,7,1626,3,2018,26,15
Assists,26,8,748,3,2018,26,13
Assists,26,9,348,2,2017,26,24
Assists,26,10,446,2,2017,26,24
Assists,26,11,620,2,2017,26,24
Assists,26,12,1626,2,2017,26,24
Assists,26,13,620,2,2017,26,10
Assists,26,14,748,2,2017,26,10
Assists,26,15,2962,2,2017,26,10
Assists,26,16,137,2,2018,26,29
Assists,26,17,748,2,2018,26,29
Assists,26,18,382,2,2018,26,15
Assists,26,19,1004,2,2018,26,15
Assists,26,20,1765,2,2018,26,15
Assists,26,21,137,2,2018,26,13
Assists,26,22,348,2,2018,26,13
Assists,26,23,382,1,2017,26,24
Assists,26,24,137,1,2017,26,10
Assists,26,25,555,1,2017,26,10
Assists,26,26,679,1,2017,26,10
Assists,26,27,2180,1,2017,26,10
Assists,26,28,3003,1,2017,26,10
Assists,26,29,727,1,2018,26,29
Assists,26,30,1765,1,2018,26,29
Assists,26,31,797,1,2018,26,15
Assists,26,32,982,1,2018,26,15
Assists,26,33,1538,1,2018,26,15
Assists,26,34,3080,1,2018,26,15
Assists,26,35,382,1,2018,26,13
Assists,26,36,393,1,2018,26,13
Assists,26,37,806,1,2018,26,13
Assists,26,38,1234,1,2018,26,13
Assists,26,39,1538,1,2018,26,13
Assists,26,40,1626,1,2018,26,13
Assists,26,41,1765,1,2018,26,13
Assists,26,42,3003,1,2018,26,13
Assists,26,43,3080,1,2018,26,13
Sacks,26,0,1765,15,2018,26,15
Sacks,26,1,348,10,2017,26,24
Sacks,26,2,1234,10,2017,26,24
Sacks,26,3,348,10,2017,26,10
Sacks,26,4,748,10,2017,26,10
Sacks,26,5,1234,10,2017,26,10
Sacks,26,6,137,10,2018,26,29
Sacks,26,7,348,10,2018,26,15
Sacks,26,8,137,10,2018,26,13
Sacks,26,9,748,5,2018,26,15
Hurries,26,0,748,4,2018,26,29
Hurries,26,1,748,4,2018,26,15
Hurries,26,2,748,3,2017,26,24
Hurries,26,3,620,1,2017,26,24
Hurries,26,4,752,1,2017,26,24
Hurries,26,5,137,1,2017,26,10
Hurries,26,6,393,1,2017,26,10
Hurries,26,7,1234,1,2017,26,10
Hurries,26,8,348,1,2018,26,29
Hurries,26,9,393,1,2018,26,29
Hurries,26,10,797,1,2018,26,29
Hurries,26,11,1765,1,2018,26,29
Hurries,26,12,137,1,2018,26,15
Hurries,26,13,348,1,2018,26,15
Hurries,26,14,393,1,2018,26,15
Hurries,26,15,1765,1,2018,26,15
Hurries,26,16,393,1,2018,26,13
Hurries,26,17,748,1,2018,26,13
Hurries,26,18,1626,1,2018,26,13
Blocked Passes,26,0,393,2,2017,26,24
Blocked Passes,26,1,748,1,2017,26,10
Blocked Passes,26,2,393,1,2018,26,15
Blocked Passes,26,3,748,1,2018,26,13
Field Goals,26,0,518,4,2017,26,24
Field Goals,26,1,518,4,2018,26,15
Field Goals,26,2,518,3,2018,26,29
Field Goals,26,3,518,2,2017,26,10
Field Goals,26,4,518,1,2018,26,13
Key Run Blocks,26,0,927,4,2018,26,29
Key Run Blocks,26,1,184,3,2017,26,24
Key Run Blocks,26,2,3474,3,2018,26,15
Key Run Blocks,26,3,62,2,2017,26,24
Key Run Blocks,26,4,1000,2,2017,26,24
Key Run Blocks,26,5,1000,2,2017,26,10
Key Run Blocks,26,6,1000,2,2018,26,15
Key Run Blocks,26,7,1550,2,2018,26,15
Key Run Blocks,26,8,2765,2,2018,26,15
Key Run Blocks,26,9,238,2,2018,26,13
Key Run Blocks,26,10,259,1,2017,26,24
Key Run Blocks,26,11,927,1,2017,26,24
Key Run Blocks,26,12,927,1,2017,26,10
Key Run Blocks,26,13,1000,1,2018,26,29
Key Run Blocks,26,14,367,1,2018,26,15
Key Run Blocks,26,15,927,1,2018,26,13
Key Run Blocks,26,16,3474,1,2018,26,13
Key Run Opportunities,26,0,184,10,2017,26,24
Key Run Opportunities,26,1,1000,10,2017,26,10
Key Run Opportunities,26,2,927,9,2018,26,29
Key Run Opportunities,26,3,238,7,2018,26,15
Key Run Opportunities,26,4,927,7,2018,26,15
Key Run Opportunities,26,5,2765,7,2018,26,15
Key Run Opportunities,26,6,3474,6,2018,26,15
Key Run Opportunities,26,7,927,5,2017,26,24
Key Run Opportunities,26,8,1000,5,2018,26,15
Key Run Opportunities,26,9,62,4,2017,26,24
Key Run Opportunities,26,10,259,4,2017,26,24
Key Run Opportunities,26,11,927,4,2017,26,10
Key Run Opportunities,26,12,238,4,2018,26,13
Key Run Opportunities,26,13,927,4,2018,26,13
Key Run Opportunities,26,14,1000,3,2017,26,24
Key Run Opportunities,26,15,184,3,2017,26,10
Key Run Opportunities,26,16,238,3,2018,26,29
Key Run Opportunities,26,17,1000,3,2018,26,29
Key Run Opportunities,26,18,3474,3,2018,26,29
Key Run Opportunities,26,19,62,2,2017,26,10
Key Run Opportunities,26,20,259,2,2017,26,10
Key Run Opportunities,26,21,1550,2,2018,26,15
Key Run Opportunities,26,22,2765,2,2018,26,13
Key Run Opportunities,26,23,3474,2,2018,26,13
Key Run Opportunities,26,24,547,1,2017,26,24
Key Run Opportunities,26,25,1264,1,2017,26,24
Key Run Opportunities,26,26,367,1,2018,26,29
Key Run Opportunities,26,27,2765,1,2018,26,29
Key Run Opportunities,26,28,367,1,2018,26,15
Key Run Opportunities,26,29,367,1,2018,26,13
Key Run Opportunities,26,30,1000,1,2018,26,13
Pancake Blocks,26,0,927,1,2018,26,29
Passes Defensed,26,0,679,3,2017,26,24
Passes Defensed,26,1,2962,2,2017,26,24
Passes Defensed,26,2,1626,2,2018,26,15
Passes Defensed,26,3,137,1,2017,26,24
Passes Defensed,26,4,382,1,2017,26,24
Passes Defensed,26,5,555,1,2017,26,24
Passes Defensed,26,6,555,1,2017,26,10
Passes Defensed,26,7,620,1,2017,26,10
Passes Defensed,26,8,2962,1,2017,26,10
Passes Defensed,26,9,1004,1,2018,26,29
Passes Defensed,26,10,137,1,2018,26,15
Passes Defensed,26,11,3080,1,2018,26,15
Passes Defensed,26,12,270,1,2018,26,13
Passes Defensed,26,13,797,1,2018,26,13
Passes Defensed,26,14,1626,1,2018,26,13
Punt Return Yards,26,0,1004,30,2018,26,15
Punt Return Yards,26,1,1004,28,2018,26,29
Punt Return Yards,26,2,1004,11,2017,26,24
Punt Return Yards,26,3,1004,6,2017,26,10
Kickoff Return Yards,26,0,1004,84,2018,26,13
Kickoff Return Yards,26,1,1004,77,2018,26,29
Kickoff Return Yards,26,2,1004,33,2017,26,24
Kickoff Return Yards,26,3,1004,27,2018,26,15
Kickoff Return Yards,26,4,1004,24,2017,26,10
Kickoff Return Yards,26,5,639,21,2017,26,24
Points Scored,26,0,518,13,2017,26,24
Points Scored,26,1,518,13,2018,26,15
Points Scored,26,2,518,11,2018,26,29
Points Scored,26,3,1648,6,2017,26,24
Points Scored,26,4,518,6,2017,26,10
Points Scored,26,5,2433,6,2018,26,29
Points Scored,26,6,2499,6,2018,26,29
Points Scored,26,7,992,6,2018,26,15
Points Scored,26,8,518,3,2018,26,13
Yards from Scrimmage,26,0,992,122,2018,26,15
Yards from Scrimmage,26,1,992,100,2017,26,24
Yards from Scrimmage,26,2,530,100,2018,26,15
Yards from Scrimmage,26,3,1648,96,2018,26,15
Yards from Scrimmage,26,4,1648,80,2018,26,29
Yards from Scrimmage,26,5,1648,77,2018,26,13
Yards from Scrimmage,26,6,1648,73,2017,26,10
Yards from Scrimmage,26,7,1134,69,2018,26,29
Yards from Scrimmage,26,8,530,67,2017,26,10
Yards from Scrimmage,26,9,992,65,2018,26,13
Yards from Scrimmage,26,10,992,61,2018,26,29
Yards from Scrimmage,26,11,3236,44,2018,26,15
Yards from Scrimmage,26,12,691,41,2017,26,24
Yards from Scrimmage,26,13,530,40,2018,26,29
Yards from Scrimmage,26,14,691,40,2018,26,15
Yards from Scrimmage,26,15,530,36,2017,26,24
Yards from Scrimmage,26,16,1648,36,2017,26,24
Yards from Scrimmage,26,17,547,33,2017,26,10
Yards from Scrimmage,26,18,367,31,2018,26,29
Yards from Scrimmage,26,19,367,31,2018,26,15
Yards from Scrimmage,26,20,1134,31,2018,26,15
Yards from Scrimmage,26,21,2427,28,2017,26,24
Yards from Scrimmage,26,22,1240,27,2017,26,24
Yards from Scrimmage,26,23,2499,25,2018,26,29
Yards from Scrimmage,26,24,1550,25,2018,26,15
Yards from Scrimmage,26,25,1240,23,2018,26,15
Yards from Scrimmage,26,26,3236,19,2018,26,29
Yards from Scrimmage,26,27,367,19,2018,26,13
Yards from Scrimmage,26,28,691,16,2018,26,29
Yards from Scrimmage,26,29,1264,14,2017,26,24
Yards from Scrimmage,26,30,2433,14,2018,26,29
Yards from Scrimmage,26,31,1550,13,2017,26,24
Yards from Scrimmage,26,32,691,13,2017,26,10
Yards from Scrimmage,26,33,992,12,2017,26,10
Yards from Scrimmage,26,34,1174,10,2017,26,10
Yards from Scrimmage,26,35,1240,10,2017,26,10
Yards from Scrimmage,26,36,1550,10,2018,26,13
Yards from Scrimmage,26,37,886,7,2017,26,10
Yards from Scrimmage,26,38,691,7,2018,26,13
Yards from Scrimmage,26,39,547,5,2017,26,24
Yards from Scrimmage,26,40,1264,5,2017,26,10
Yards from Scrimmage,26,41,1240,5,2018,26,13
Yards from Scrimmage,26,42,3236,4,2018,26,13
Yards from Scrimmage,26,43,1174,2,2017,26,24
All-Purpose Yards,26,0,992,122,2018,26,15
All-Purpose Yards,26,1,1004,105,2018,26,29
All-Purpose Yards,26,2,992,100,2017,26,24
All-Purpose Yards,26,3,530,100,2018,26,15
All-Purpose Yards,26,4,1648,96,2018,26,15
All-Purpose Yards,26,5,1004,84,2018,26,13
All-Purpose Yards,26,6,1648,80,2018,26,29
All-Purpose Yards,26,7,1648,77,2018,26,13
All-Purpose Yards,26,8,1648,73,2017,26,10
All-Purpose Yards,26,9,1134,69,2018,26,29
All-Purpose Yards,26,10,530,67,2017,26,10
All-Purpose Yards,26,11,992,65,2018,26,13
All-Purpose Yards,26,12,992,61,2018,26,29
All-Purpose Yards,26,13,1004,57,2018,26,15
All-Purpose Yards,26,14,1004,44,2017,26,24
All-Purpose Yards,26,15,3236,44,2018,26,15
All-Purpose Yards,26,16,691,41,2017,26,24
