Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Passing Yards Allowed,20,5,184,2018,20,22
Passing Yards Allowed,20,6,210,2017,20,8
Passing Yards Allowed,20,7,211,2018,20,23
Passing Yards Allowed,20,8,215,2017,20,2
Passing Yards Allowed,20,9,221,2017,20,13
Passing Yards Allowed,20,10,222,2017,20,13
Passing Yards Allowed,20,11,224,2018,20,8
Passing Yards Allowed,20,12,235,2017,20,21
Passing Yards Allowed,20,13,238,2018,20,24
Passing Yards Allowed,20,14,239,2018,20,16
Passing Yards Allowed,20,15,244,2018,20,25
Passing Yards Allowed,20,16,251,2018,20,11
Passing Yards Allowed,20,17,256,2018,20,23
Passing Yards Allowed,20,18,261,2017,20,23
Passing Yards Allowed,20,19,269,2018,20,6
Passing Yards Allowed,20,20,273,2017,20,28
Passing Yards Allowed,20,21,282,2018,20,26
Passing Yards Allowed,20,22,284,2017,20,16
Passing Yards Allowed,20,23,286,2017,20,3
Passing Yards Allowed,20,24,296,2018,20,2
Passing Yards Allowed,20,25,303,2018,20,13
Passing Yards Allowed,20,26,305,2017,20,29
Passing Yards Allowed,20,27,306,2017,20,8
Passing Yards Allowed,20,28,308,2017,20,18
Passing Yards Allowed,20,29,322,2018,20,13
Passing Yards Allowed,20,30,344,2017,20,7
Passing Yards Allowed,20,31,379,2017,20,14
Rushing Yards,20,0,194,2018,20,16
Rushing Yards,20,1,171,2018,20,11
Rushing Yards,20,2,170,2017,20,28
Rushing Yards,20,3,162,2017,20,8
Rushing Yards,20,4,160,2017,20,23
Rushing Yards,20,5,156,2018,20,30
Rushing Yards,20,6,147,2017,20,29
Rushing Yards,20,7,135,2018,20,2
Rushing Yards,20,8,120,2017,20,16
Rushing Yards,20,9,104,2017,20,2
Rushing Yards,20,10,104,2017,20,23
Rushing Yards,20,11,101,2017,20,3
Rushing Yards,20,12,101,2018,20,13
Rushing Yards,20,13,99,2017,20,18
Rushing Yards,20,14,99,2018,20,23
Rushing Yards,20,15,94,2018,20,23
Rushing Yards,20,16,92,2018,20,22
Rushing Yards,20,17,90,2017,20,8
Rushing Yards,20,18,88,2018,20,6
Rushing Yards,20,19,84,2018,20,13
Rushing Yards,20,20,82,2017,20,19
Rushing Yards,20,21,77,2017,20,13
Rushing Yards,20,22,76,2018,20,0
Rushing Yards,20,23,76,2018,20,26
Rushing Yards,20,24,75,2017,20,7
Rushing Yards,20,25,70,2017,20,21
Rushing Yards,20,26,68,2018,20,24
Rushing Yards,20,27,57,2018,20,8
Rushing Yards,20,28,56,2017,20,14
Rushing Yards,20,29,55,2018,20,25
Rushing Yards,20,30,55,2018,20,8
Rushing Yards,20,31,34,2017,20,13
Rushing Yards Allowed,20,0,13,2017,20,23
Rushing Yards Allowed,20,1,60,2017,20,19
Rushing Yards Allowed,20,2,65,2018,20,13
Rushing Yards Allowed,20,3,68,2017,20,18
Rushing Yards Allowed,20,4,79,2017,20,2
Rushing Yards Allowed,20,5,81,2018,20,23
Rushing Yards Allowed,20,6,82,2018,20,2
Rushing Yards Allowed,20,7,83,2018,20,25
Rushing Yards Allowed,20,8,85,2018,20,30
Rushing Yards Allowed,20,9,89,2018,20,23
Rushing Yards Allowed,20,10,93,2017,20,21
Rushing Yards Allowed,20,11,94,2017,20,3
Rushing Yards Allowed,20,12,94,2017,20,8
Rushing Yards Allowed,20,13,108,2018,20,26
Rushing Yards Allowed,20,14,110,2017,20,13
Rushing Yards Allowed,20,15,112,2017,20,23
Rushing Yards Allowed,20,16,115,2018,20,11
Rushing Yards Allowed,20,17,119,2017,20,8
Rushing Yards Allowed,20,18,124,2017,20,14
Rushing Yards Allowed,20,19,125,2017,20,29
Rushing Yards Allowed,20,20,128,2017,20,16
Rushing Yards Allowed,20,21,131,2017,20,28
Rushing Yards Allowed,20,22,136,2017,20,13
Rushing Yards Allowed,20,23,141,2018,20,8
Rushing Yards Allowed,20,24,141,2018,20,24
Rushing Yards Allowed,20,25,146,2018,20,22
Rushing Yards Allowed,20,26,147,2018,20,16
Rushing Yards Allowed,20,27,165,2018,20,8
Rushing Yards Allowed,20,28,167,2018,20,0
Rushing Yards Allowed,20,29,207,2017,20,7
Rushing Yards Allowed,20,30,236,2018,20,6
Rushing Yards Allowed,20,31,261,2018,20,13
Total Yards,20,0,548,2017,20,2
Total Yards,20,1,536,2018,20,13
Total Yards,20,2,508,2018,20,30
Total Yards,20,3,489,2018,20,2
Total Yards,20,4,480,2018,20,16
Total Yards,20,5,468,2017,20,14
Total Yards,20,6,456,2017,20,21
Total Yards,20,7,418,2017,20,7
Total Yards,20,8,414,2017,20,16
Total Yards,20,9,414,2018,20,8
Total Yards,20,10,404,2017,20,19
Total Yards,20,11,396,2017,20,23
Total Yards,20,12,387,2017,20,8
Total Yards,20,13,380,2018,20,23
Total Yards,20,14,361,2018,20,22
Total Yards,20,15,358,2017,20,13
Total Yards,20,16,353,2018,20,11
Total Yards,20,17,349,2017,20,28
Total Yards,20,18,338,2018,20,23
Total Yards,20,19,333,2018,20,25
Total Yards,20,20,332,2017,20,8
Total Yards,20,21,321,2018,20,8
Total Yards,20,22,318,2017,20,29
Total Yards,20,23,314,2017,20,18
Total Yards,20,24,306,2017,20,3
Total Yards,20,25,306,2018,20,6
Total Yards,20,26,300,2018,20,0
Total Yards,20,27,298,2017,20,13
Total Yards,20,28,291,2017,20,23
Total Yards,20,29,290,2018,20,13
Total Yards,20,30,284,2018,20,26
Total Yards,20,31,191,2018,20,24
Total Yards Allowed,20,0,138,2017,20,23
Total Yards Allowed,20,1,215,2017,20,19
Total Yards Allowed,20,2,240,2018,20,0
Total Yards Allowed,20,3,257,2018,20,30
Total Yards Allowed,20,4,281,2017,20,2
Total Yards Allowed,20,5,296,2018,20,8
Total Yards Allowed,20,6,300,2018,20,23
Total Yards Allowed,20,7,305,2018,20,23
Total Yards Allowed,20,8,313,2018,20,22
Total Yards Allowed,20,9,316,2017,20,21
Total Yards Allowed,20,10,327,2018,20,25
Total Yards Allowed,20,11,329,2017,20,8
Total Yards Allowed,20,12,332,2017,20,13
Total Yards Allowed,20,13,344,2018,20,11
Total Yards Allowed,20,14,353,2017,20,23
Total Yards Allowed,20,15,356,2018,20,2
Total Yards Allowed,20,16,357,2017,20,13
Total Yards Allowed,20,17,357,2018,20,13
Total Yards Allowed,20,18,365,2018,20,26
Total Yards Allowed,20,19,368,2017,20,18
Total Yards Allowed,20,20,372,2017,20,8
Total Yards Allowed,20,21,374,2018,20,24
Total Yards Allowed,20,22,376,2018,20,16
Total Yards Allowed,20,23,380,2017,20,3
Total Yards Allowed,20,24,386,2018,20,8
Total Yards Allowed,20,25,392,2017,20,16
Total Yards Allowed,20,26,404,2017,20,28
Total Yards Allowed,20,27,425,2017,20,29
Total Yards Allowed,20,28,485,2018,20,6
Total Yards Allowed,20,29,499,2017,20,14
Total Yards Allowed,20,30,551,2017,20,7
Total Yards Allowed,20,31,577,2018,20,13
Pass Attempts,20,0,61,2017,20,14
Pass Attempts,20,1,55,2017,20,2
Pass Attempts,20,2,49,2018,20,16
Pass Attempts,20,3,46,2018,20,25
Pass Attempts,20,4,44,2018,20,8
Pass Attempts,20,5,44,2018,20,0
Pass Attempts,20,6,44,2018,20,13
Pass Attempts,20,7,43,2017,20,8
Pass Attempts,20,8,43,2017,20,7
Pass Attempts,20,9,43,2018,20,23
Pass Attempts,20,10,43,2018,20,2
Pass Attempts,20,11,42,2018,20,13
Pass Attempts,20,12,42,2018,20,8
Pass Attempts,20,13,41,2017,20,19
Pass Attempts,20,14,41,2018,20,22
Pass Attempts,20,15,41,2018,20,23
Pass Attempts,20,16,40,2018,20,6
Pass Attempts,20,17,38,2018,20,30
Pass Attempts,20,18,37,2017,20,13
Pass Attempts,20,19,37,2017,20,13
Pass Attempts,20,20,36,2017,20,3
Pass Attempts,20,21,33,2017,20,28
Pass Attempts,20,22,33,2018,20,24
Pass Attempts,20,23,32,2017,20,21
Pass Attempts,20,24,31,2017,20,29
Pass Attempts,20,25,31,2017,20,16
Pass Attempts,20,26,31,2017,20,8
Pass Attempts,20,27,30,2017,20,23
Pass Attempts,20,28,29,2018,20,26
Pass Attempts,20,29,24,2017,20,18
Pass Attempts,20,30,23,2017,20,23
Pass Attempts,20,31,23,2018,20,11
Rush Attempts,20,0,36,2017,20,23
Rush Attempts,20,1,35,2017,20,18
Rush Attempts,20,2,34,2017,20,8
Rush Attempts,20,3,31,2018,20,11
Rush Attempts,20,4,31,2018,20,30
Rush Attempts,20,5,30,2017,20,16
Rush Attempts,20,6,30,2018,20,26
Rush Attempts,20,7,29,2018,20,13
Rush Attempts,20,8,26,2017,20,29
Rush Attempts,20,9,26,2017,20,23
Rush Attempts,20,10,26,2018,20,16
Rush Attempts,20,11,25,2017,20,28
Rush Attempts,20,12,25,2017,20,21
Rush Attempts,20,13,25,2018,20,25
Rush Attempts,20,14,25,2018,20,2
Rush Attempts,20,15,25,2018,20,0
Rush Attempts,20,16,24,2017,20,19
Rush Attempts,20,17,24,2017,20,2
Rush Attempts,20,18,24,2018,20,22
Rush Attempts,20,19,23,2017,20,13
Rush Attempts,20,20,23,2017,20,7
Rush Attempts,20,21,22,2017,20,14
Rush Attempts,20,22,21,2017,20,8
Rush Attempts,20,23,21,2018,20,23
Rush Attempts,20,24,20,2018,20,8
Rush Attempts,20,25,19,2018,20,24
Rush Attempts,20,26,19,2018,20,13
Rush Attempts,20,27,18,2018,20,6
Rush Attempts,20,28,18,2018,20,8
Rush Attempts,20,29,17,2017,20,3
Rush Attempts,20,30,16,2017,20,13
Rush Attempts,20,31,15,2018,20,23
Points Scored,21,0,41,2017,21,25
Points Scored,21,1,38,2017,21,0
Points Scored,21,2,38,2017,21,24
Points Scored,21,3,38,2018,21,31
Points Scored,21,4,33,2018,21,1
Points Scored,21,5,31,2017,21,29
Points Scored,21,6,31,2017,21,7
Points Scored,21,7,27,2017,21,29
Points Scored,21,8,27,2017,21,13
Points Scored,21,9,27,2017,21,8
Points Scored,21,10,24,2017,21,18
Points Scored,21,11,24,2018,21,7
Points Scored,21,12,21,2018,21,29
Points Scored,21,13,20,2017,21,23
Points Scored,21,14,20,2018,21,5
Points Scored,21,15,20,2018,21,18
Points Scored,21,16,20,2018,21,0
Points Scored,21,17,19,2017,21,4
Points Scored,21,18,18,2018,21,28
Points Scored,21,19,17,2017,21,26
Points Scored,21,20,17,2018,21,4
Points Scored,21,21,16,2017,21,18
Points Scored,21,22,16,2018,21,11
Points Scored,21,23,13,2017,21,20
Points Scored,21,24,13,2018,21,29
Points Scored,21,25,13,2018,21,27
Points Scored,21,26,13,2018,21,18
Points Scored,21,27,12,2018,21,7
Points Scored,21,28,10,2017,21,5
Points Scored,21,29,10,2017,21,7
Points Scored,21,30,10,2018,21,12
Points Scored,21,31,6,2018,21,17
Points Allowed,21,0,3,2017,21,8
Points Allowed,21,1,3,2018,21,31
Points Allowed,21,2,10,2018,21,18
Points Allowed,21,3,13,2017,21,25
Points Allowed,21,4,13,2018,21,5
Points Allowed,21,5,13,2018,21,11
Points Allowed,21,6,14,2017,21,20
Points Allowed,21,7,17,2017,21,4
Points Allowed,21,8,17,2018,21,29
Points Allowed,21,9,17,2018,21,4
Points Allowed,21,10,17,2018,21,7
Points Allowed,21,11,17,2018,21,7
Points Allowed,21,12,19,2017,21,18
Points Allowed,21,13,20,2017,21,26
Points Allowed,21,14,20,2018,21,12
Points Allowed,21,15,20,2018,21,27
Points Allowed,21,16,24,2017,21,29
Points Allowed,21,17,24,2018,21,0
Points Allowed,21,18,25,2017,21,0
Points Allowed,21,19,27,2017,21,23
Points Allowed,21,20,27,2017,21,7
Points Allowed,21,21,27,2018,21,18
Points Allowed,21,22,28,2017,21,29
Points Allowed,21,23,28,2017,21,5
Points Allowed,21,24,28,2018,21,29
Points Allowed,21,25,28,2018,21,28
Points Allowed,21,26,30,2017,21,13
Points Allowed,21,27,30,2017,21,18
Points Allowed,21,28,31,2018,21,1
Points Allowed,21,29,31,2018,21,17
Points Allowed,21,30,34,2017,21,7
Points Allowed,21,31,45,2017,21,24
Passing Yards,21,0,335,2017,21,25
Passing Yards,21,1,334,2018,21,1
Passing Yards,21,2,330,2017,21,23
Passing Yards,21,3,317,2018,21,31
Passing Yards,21,4,297,2017,21,4
Passing Yards,21,5,297,2018,21,7
Passing Yards,21,6,294,2017,21,7
Passing Yards,21,7,282,2017,21,18
Passing Yards,21,8,280,2017,21,29
Passing Yards,21,9,277,2018,21,4
Passing Yards,21,10,266,2017,21,8
Passing Yards,21,11,251,2017,21,24
Passing Yards,21,12,248,2018,21,28
Passing Yards,21,13,246,2018,21,17
Passing Yards,21,14,244,2018,21,5
Passing Yards,21,15,242,2018,21,29
Passing Yards,21,16,239,2017,21,0
Passing Yards,21,17,236,2017,21,5
Passing Yards,21,18,235,2017,21,20
Passing Yards,21,19,226,2018,21,27
Passing Yards,21,20,226,2018,21,7
Passing Yards,21,21,209,2017,21,18
Passing Yards,21,22,209,2018,21,11
Passing Yards,21,23,208,2017,21,29
Passing Yards,21,24,197,2017,21,13
Passing Yards,21,25,196,2017,21,7
Passing Yards,21,26,187,2018,21,29
Passing Yards,21,27,169,2017,21,26
Passing Yards,21,28,165,2018,21,18
Passing Yards,21,29,157,2018,21,18
Passing Yards,21,30,147,2018,21,12
Passing Yards,21,31,134,2018,21,0
Passing Yards Allowed,21,0,121,2017,21,8
Passing Yards Allowed,21,1,136,2017,21,18
Passing Yards Allowed,21,2,151,2017,21,5
Passing Yards Allowed,21,3,170,2018,21,17
Passing Yards Allowed,21,4,188,2017,21,4
Passing Yards Allowed,21,5,193,2018,21,29
Passing Yards Allowed,21,6,193,2018,21,18
Passing Yards Allowed,21,7,201,2018,21,27
Passing Yards Allowed,21,8,204,2018,21,28
Passing Yards Allowed,21,9,213,2018,21,11
Passing Yards Allowed,21,10,223,2018,21,0
Passing Yards Allowed,21,11,228,2017,21,24
Passing Yards Allowed,21,12,228,2018,21,5
Passing Yards Allowed,21,13,238,2018,21,31
Passing Yards Allowed,21,14,247,2017,21,23
Passing Yards Allowed,21,15,251,2017,21,18
Passing Yards Allowed,21,16,252,2018,21,12
Passing Yards Allowed,21,17,259,2018,21,7
Passing Yards Allowed,21,18,261,2018,21,18
Passing Yards Allowed,21,19,262,2017,21,13
Passing Yards Allowed,21,20,268,2018,21,29
Passing Yards Allowed,21,21,285,2017,21,29
Passing Yards Allowed,21,22,288,2017,21,7
Passing Yards Allowed,21,23,294,2018,21,7
Passing Yards Allowed,21,24,298,2017,21,25
Passing Yards Allowed,21,25,303,2017,21,26
Passing Yards Allowed,21,26,307,2018,21,4
Passing Yards Allowed,21,27,330,2017,21,7
Passing Yards Allowed,21,28,354,2017,21,0
Passing Yards Allowed,21,29,376,2018,21,1
Passing Yards Allowed,21,30,393,2017,21,20
Passing Yards Allowed,21,31,489,2017,21,29
Rushing Yards,21,0,200,2017,21,29
Rushing Yards,21,1,197,2018,21,18
Rushing Yards,21,2,195,2017,21,0
Rushing Yards,21,3,190,2017,21,25
Rushing Yards,21,4,162,2017,21,29
Rushing Yards,21,5,161,2017,21,8
Rushing Yards,21,6,157,2018,21,0
Rushing Yards,21,7,139,2017,21,18
Rushing Yards,21,8,137,2018,21,5
Rushing Yards,21,9,135,2018,21,31
Rushing Yards,21,10,134,2017,21,4
Rushing Yards,21,11,134,2017,21,7
Rushing Yards,21,12,126,2018,21,18
Rushing Yards,21,13,125,2017,21,5
Rushing Yards,21,14,124,2017,21,26
Rushing Yards,21,15,124,2018,21,28
Rushing Yards,21,16,122,2018,21,29
Rushing Yards,21,17,118,2017,21,7
Rushing Yards,21,18,113,2018,21,11
Rushing Yards,21,19,108,2017,21,24
Rushing Yards,21,20,100,2017,21,23
Rushing Yards,21,21,95,2018,21,27
Rushing Yards,21,22,93,2017,21,20
Rushing Yards,21,23,90,2018,21,7
Rushing Yards,21,24,76,2018,21,7
Rushing Yards,21,25,74,2018,21,17
Rushing Yards,21,26,71,2018,21,4
Rushing Yards,21,27,67,2017,21,13
Rushing Yards,21,28,61,2018,21,1
Rushing Yards,21,29,58,2018,21,29
Rushing Yards,21,30,54,2018,21,12
Rushing Yards,21,31,47,2017,21,18
Rushing Yards Allowed,21,0,51,2017,21,25
Rushing Yards Allowed,21,1,51,2017,21,8
Rushing Yards Allowed,21,2,55,2017,21,29
Rushing Yards Allowed,21,3,57,2018,21,5
Rushing Yards Allowed,21,4,67,2017,21,29
Rushing Yards Allowed,21,5,70,2017,21,20
Rushing Yards Allowed,21,6,75,2017,21,26
Rushing Yards Allowed,21,7,76,2018,21,18
Rushing Yards Allowed,21,8,81,2018,21,4
Rushing Yards Allowed,21,9,88,2018,21,12
Rushing Yards Allowed,21,10,90,2017,21,0
Rushing Yards Allowed,21,11,90,2018,21,17
Rushing Yards Allowed,21,12,94,2018,21,11
Rushing Yards Allowed,21,13,95,2018,21,7
Rushing Yards Allowed,21,14,96,2017,21,23
Rushing Yards Allowed,21,15,99,2018,21,7
Rushing Yards Allowed,21,16,102,2018,21,31
Rushing Yards Allowed,21,17,108,2017,21,18
Rushing Yards Allowed,21,18,115,2017,21,5
Rushing Yards Allowed,21,19,116,2017,21,18
Rushing Yards Allowed,21,20,117,2018,21,29
Rushing Yards Allowed,21,21,120,2018,21,1
Rushing Yards Allowed,21,22,128,2018,21,0
Rushing Yards Allowed,21,23,131,2018,21,18
Rushing Yards Allowed,21,24,133,2017,21,4
Rushing Yards Allowed,21,25,155,2018,21,29
Rushing Yards Allowed,21,26,159,2018,21,27
Rushing Yards Allowed,21,27,163,2018,21,28
Rushing Yards Allowed,21,28,165,2017,21,7
Rushing Yards Allowed,21,29,181,2017,21,7
Rushing Yards Allowed,21,30,189,2017,21,24
Rushing Yards Allowed,21,31,236,2017,21,13
Total Yards,21,0,525,2017,21,25
Total Yards,21,1,452,2018,21,31
Total Yards,21,2,435,2017,21,29
Total Yards,21,3,434,2017,21,0
Total Yards,21,4,427,2017,21,8
Total Yards,21,5,423,2017,21,23
Total Yards,21,6,423,2017,21,4
Total Yards,21,7,412,2017,21,7
Total Yards,21,8,408,2017,21,29
Total Yards,21,9,372,2018,21,28
Total Yards,21,10,357,2017,21,5
Total Yards,21,11,354,2018,21,18
Total Yards,21,12,353,2018,21,7
Total Yards,21,13,351,2017,21,24
Total Yards,21,14,351,2018,21,5
Total Yards,21,15,350,2018,21,1
Total Yards,21,16,344,2018,21,29
Total Yards,21,17,342,2017,21,18
Total Yards,21,18,338,2018,21,4
Total Yards,21,19,330,2017,21,7
Total Yards,21,20,317,2017,21,18
Total Yards,21,21,317,2018,21,11
Total Yards,21,22,316,2017,21,20
Total Yards,21,23,298,2018,21,27
Total Yards,21,24,296,2018,21,7
Total Yards,21,25,291,2018,21,18
Total Yards,21,26,289,2017,21,26
Total Yards,21,27,281,2018,21,0
Total Yards,21,28,259,2018,21,17
Total Yards,21,29,236,2017,21,13
Total Yards,21,30,233,2018,21,29
Total Yards,21,31,160,2018,21,12
Total Yards Allowed,21,0,157,2017,21,8
Total Yards Allowed,21,1,215,2017,21,18
Total Yards Allowed,21,2,228,2018,21,17
Total Yards Allowed,21,3,252,2018,21,18
Total Yards Allowed,21,4,254,2017,21,5
Total Yards Allowed,21,5,256,2018,21,5
Total Yards Allowed,21,6,279,2018,21,11
Total Yards Allowed,21,7,293,2018,21,29
Total Yards Allowed,21,8,317,2017,21,4
Total Yards Allowed,21,9,325,2017,21,25
Total Yards Allowed,21,10,329,2017,21,29
Total Yards Allowed,21,11,331,2018,21,12
Total Yards Allowed,21,12,332,2018,21,31
Total Yards Allowed,21,13,334,2017,21,23
Total Yards Allowed,21,14,347,2018,21,0
Total Yards Allowed,21,15,351,2018,21,4
Total Yards Allowed,21,16,353,2018,21,28
Total Yards Allowed,21,17,354,2018,21,7
Total Yards Allowed,21,18,356,2017,21,26
Total Yards Allowed,21,19,360,2018,21,27
Total Yards Allowed,21,20,363,2017,21,18
Total Yards Allowed,21,21,371,2018,21,7
Total Yards Allowed,21,22,387,2018,21,18
Total Yards Allowed,21,23,406,2018,21,29
Total Yards Allowed,21,24,412,2017,21,24
Total Yards Allowed,21,25,438,2017,21,0
Total Yards Allowed,21,26,447,2017,21,7
Total Yards Allowed,21,27,456,2017,21,20
Total Yards Allowed,21,28,464,2018,21,1
Total Yards Allowed,21,29,478,2017,21,13
Total Yards Allowed,21,30,502,2017,21,7
Total Yards Allowed,21,31,546,2017,21,29
Pass Attempts,21,0,49,2018,21,11
Pass Attempts,21,1,47,2017,21,29
Pass Attempts,21,2,47,2017,21,24
Pass Attempts,21,3,45,2018,21,4
Pass Attempts,21,4,44,2017,21,5
Pass Attempts,21,5,44,2017,21,20
Pass Attempts,21,6,43,2017,21,23
Pass Attempts,21,7,42,2018,21,29
Pass Attempts,21,8,41,2018,21,7
Pass Attempts,21,9,40,2018,21,1
Pass Attempts,21,10,40,2018,21,18
Pass Attempts,21,11,39,2017,21,25
Pass Attempts,21,12,39,2018,21,29
Pass Attempts,21,13,38,2017,21,7
Pass Attempts,21,14,38,2018,21,17
Pass Attempts,21,15,38,2018,21,27
Pass Attempts,21,16,37,2017,21,18
Pass Attempts,21,17,37,2018,21,7
Pass Attempts,21,18,36,2017,21,18
Pass Attempts,21,19,36,2018,21,5
Pass Attempts,21,20,35,2017,21,7
Pass Attempts,21,21,35,2018,21,28
Pass Attempts,21,22,33,2018,21,31
Pass Attempts,21,23,32,2017,21,4
Pass Attempts,21,24,32,2018,21,18
Pass Attempts,21,25,31,2018,21,12
Pass Attempts,21,26,30,2017,21,8
Pass Attempts,21,27,30,2017,21,26
Pass Attempts,21,28,27,2017,21,0
Pass Attempts,21,29,27,2017,21,29
Pass Attempts,21,30,27,2018,21,0
Pass Attempts,21,31,24,2017,21,13
Rush Attempts,21,0,44,2017,21,8
Rush Attempts,21,1,34,2017,21,0
Rush Attempts,21,2,34,2017,21,4
Rush Attempts,21,3,34,2018,21,18
Rush Attempts,21,4,33,2018,21,11
Rush Attempts,21,5,32,2017,21,25
Rush Attempts,21,6,30,2017,21,29
Rush Attempts,21,7,30,2018,21,31
Rush Attempts,21,8,29,2018,21,29
Rush Attempts,21,9,28,2017,21,29
Rush Attempts,21,10,28,2017,21,18
Rush Attempts,21,11,28,2018,21,5
Rush Attempts,21,12,26,2017,21,5
Rush Attempts,21,13,25,2017,21,7
Rush Attempts,21,14,25,2018,21,17
Rush Attempts,21,15,25,2018,21,18
Rush Attempts,21,16,24,2017,21,7
Rush Attempts,21,17,24,2017,21,24
Rush Attempts,21,18,24,2017,21,26
Rush Attempts,21,19,24,2018,21,27
Rush Attempts,21,20,24,2018,21,0
Rush Attempts,21,21,23,2018,21,4
Rush Attempts,21,22,22,2018,21,7
Rush Attempts,21,23,21,2017,21,18
Rush Attempts,21,24,21,2018,21,28
Rush Attempts,21,25,20,2018,21,7
Rush Attempts,21,26,19,2017,21,23
Rush Attempts,21,27,17,2017,21,13
Rush Attempts,21,28,17,2018,21,12
Rush Attempts,21,29,17,2018,21,1
Rush Attempts,21,30,17,2018,21,29
Rush Attempts,21,31,16,2017,21,20
Points Scored,22,0,37,2018,22,13
Points Scored,22,1,36,2018,22,30
Points Scored,22,2,32,2018,22,4
Points Scored,22,3,31,2018,22,17
Points Scored,22,4,31,2018,22,23
Points Scored,22,5,30,2017,22,6
Points Scored,22,6,30,2018,22,14
Points Scored,22,7,30,2018,22,6
Points Scored,22,8,28,2017,22,15
Points Scored,22,9,27,2017,22,11
Points Scored,22,10,26,2018,22,30
Points Scored,22,11,24,2018,22,2
Points Scored,22,12,22,2018,22,6
Points Scored,22,13,21,2017,22,12
Points Scored,22,14,21,2018,22,1
Points Scored,22,15,21,2018,22,2
Points Scored,22,16,20,2017,22,9
Points Scored,22,17,20,2017,22,28
Points Scored,22,18,20,2017,22,2
Points Scored,22,19,20,2018,22,27
Points Scored,22,20,19,2018,22,20
Points Scored,22,21,18,2017,22,10
Points Scored,22,22,17,2017,22,16
Points Scored,22,23,17,2018,22,8
Points Scored,22,24,16,2017,22,2
Points Scored,22,25,14,2017,22,13
Points Scored,22,26,13,2017,22,30
Points Scored,22,27,11,2017,22,5
Points Scored,22,28,6,2017,22,6
Points Scored,22,29,6,2017,22,31
Points Scored,22,30,6,2018,22,12
Points Scored,22,31,3,2017,22,30
Points Allowed,22,0,3,2017,22,15
Points Allowed,22,1,7,2018,22,4
Points Allowed,22,2,9,2018,22,1
Points Allowed,22,3,10,2017,22,30
Points Allowed,22,4,13,2017,22,28
Points Allowed,22,5,13,2017,22,31
Points Allowed,22,6,13,2018,22,6
Points Allowed,22,7,13,2018,22,27
Points Allowed,22,8,16,2017,22,16
Points Allowed,22,9,16,2018,22,20
Points Allowed,22,10,16,2018,22,6
Points Allowed,22,11,17,2018,22,30
Points Allowed,22,12,17,2018,22,17
Points Allowed,22,13,17,2018,22,2
Points Allowed,22,14,19,2018,22,30
Points Allowed,22,15,20,2017,22,2
Points Allowed,22,16,20,2017,22,6
Points Allowed,22,17,20,2018,22,14
Points Allowed,22,18,21,2017,22,2
Points Allowed,22,19,23,2018,22,2
Points Allowed,22,20,24,2018,22,23
Points Allowed,22,21,24,2018,22,8
Points Allowed,22,22,27,2017,22,30
Points Allowed,22,23,27,2017,22,5
Points Allowed,22,24,30,2017,22,6
Points Allowed,22,25,33,2018,22,12
Points Allowed,22,26,34,2017,22,12
Points Allowed,22,27,35,2017,22,11
Points Allowed,22,28,41,2017,22,10
Points Allowed,22,29,41,2018,22,13
Points Allowed,22,30,42,2017,22,9
Points Allowed,22,31,44,2017,22,13
Passing Yards,22,0,308,2017,22,28
Passing Yards,22,1,300,2018,22,13
Passing Yards,22,2,278,2018,22,6
Passing Yards,22,3,270,2018,22,4
Passing Yards,22,4,259,2018,22,2
Passing Yards,22,5,251,2017,22,6
Passing Yards,22,6,246,2017,22,12
Passing Yards,22,7,241,2018,22,27
Passing Yards,22,8,234,2017,22,31
Passing Yards,22,9,228,2018,22,1
Passing Yards,22,10,221,2018,22,17
Passing Yards,22,11,214,2017,22,13
Passing Yards,22,12,210,2018,22,12
Passing Yards,22,13,207,2017,22,11
Passing Yards,22,14,207,2018,22,8
Passing Yards,22,15,200,2018,22,30
Passing Yards,22,16,199,2017,22,15
Passing Yards,22,17,199,2018,22,6
Passing Yards,22,18,196,2017,22,6
Passing Yards,22,19,195,2017,22,5
Passing Yards,22,20,190,2017,22,10
Passing Yards,22,21,184,2018,22,20
Passing Yards,22,22,178,2017,22,30
Passing Yards,22,23,174,2018,22,2
Passing Yards,22,24,173,2017,22,2
Passing Yards,22,25,173,2017,22,9
Passing Yards,22,26,164,2017,22,16
Passing Yards,22,27,163,2017,22,2
Passing Yards,22,28,160,2017,22,30
Passing Yards,22,29,156,2018,22,14
Passing Yards,22,30,141,2018,22,30
Passing Yards,22,31,130,2018,22,23
Passing Yards Allowed,22,0,108,2017,22,31
Passing Yards Allowed,22,1,113,2017,22,30
Passing Yards Allowed,22,2,125,2017,22,15
Passing Yards Allowed,22,3,149,2018,22,4
Passing Yards Allowed,22,4,154,2018,22,2
Passing Yards Allowed,22,5,159,2017,22,5
Passing Yards Allowed,22,6,188,2017,22,6
Passing Yards Allowed,22,7,192,2018,22,12
Passing Yards Allowed,22,8,199,2018,22,13
Passing Yards Allowed,22,9,200,2017,22,30
Passing Yards Allowed,22,10,202,2018,22,2
Passing Yards Allowed,22,11,207,2018,22,6
Passing Yards Allowed,22,12,208,2018,22,27
Passing Yards Allowed,22,13,218,2017,22,6
Passing Yards Allowed,22,14,223,2017,22,16
Passing Yards Allowed,22,15,233,2018,22,6
Passing Yards Allowed,22,16,234,2018,22,1
Passing Yards Allowed,22,17,246,2018,22,30
Passing Yards Allowed,22,18,248,2018,22,23
