Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Passes Dropped,20,29,145,1,2018,20,22
Passes Dropped,20,30,843,1,2018,20,22
Passes Dropped,20,31,843,1,2018,20,23
Passes Dropped,20,32,2601,1,2018,20,23
Passes Dropped,20,33,1431,1,2018,20,8
Passes Dropped,20,34,145,1,2018,20,24
Passes Dropped,20,35,843,1,2018,20,24
Passes Dropped,20,36,2601,1,2018,20,24
Passes Dropped,20,37,3350,1,2018,20,24
Passes Dropped,20,38,144,1,2018,20,16
Passes Dropped,20,39,145,1,2018,20,16
Passes Dropped,20,40,843,1,2018,20,16
Passes Dropped,20,41,145,1,2018,20,0
Passes Dropped,20,42,1431,1,2018,20,0
Passes Dropped,20,43,145,1,2018,20,13
Passes Dropped,20,44,2489,1,2018,20,13
Passes Dropped,20,45,843,1,2018,20,26
Passes Dropped,20,46,2489,1,2018,20,26
Passes Dropped,20,47,145,1,2018,20,8
Interceptions,20,0,181,2,2017,20,8
Interceptions,20,1,1512,2,2017,20,8
Interceptions,20,2,439,1,2017,20,28
Interceptions,20,3,84,1,2017,20,19
Interceptions,20,4,1281,1,2017,20,3
Interceptions,20,5,1512,1,2017,20,14
Interceptions,20,6,526,1,2017,20,8
Interceptions,20,7,1292,1,2017,20,8
Interceptions,20,8,439,1,2017,20,13
Interceptions,20,9,526,1,2017,20,13
Interceptions,20,10,1292,1,2017,20,7
Interceptions,20,11,526,1,2017,20,21
Interceptions,20,12,1829,1,2017,20,23
Interceptions,20,13,965,1,2018,20,25
Interceptions,20,14,213,1,2018,20,6
Interceptions,20,15,1145,1,2018,20,6
Interceptions,20,16,213,1,2018,20,2
Interceptions,20,17,213,1,2018,20,30
Interceptions,20,18,3882,1,2018,20,8
Interceptions,20,19,3882,1,2018,20,26
Pass Defense Percentage,20,0,201,1000,2017,20,19
Pass Defense Percentage,20,1,1281,1000,2017,20,3
Pass Defense Percentage,20,2,526,1000,2017,20,8
Pass Defense Percentage,20,3,1512,1000,2017,20,8
Pass Defense Percentage,20,4,526,1000,2017,20,21
Pass Defense Percentage,20,5,1688,1000,2018,20,25
Pass Defense Percentage,20,6,3882,996,2018,20,0
Pass Defense Percentage,20,7,3882,993,2018,20,8
Pass Defense Percentage,20,8,526,985,2017,20,13
Pass Defense Percentage,20,9,439,950,2017,20,2
Pass Defense Percentage,20,10,181,949,2017,20,8
Pass Defense Percentage,20,11,1145,938,2018,20,6
Pass Defense Percentage,20,12,439,919,2017,20,7
Pass Defense Percentage,20,13,1145,919,2018,20,24
Pass Defense Percentage,20,14,3147,916,2018,20,23
Pass Defense Percentage,20,15,1292,916,2018,20,25
Pass Defense Percentage,20,16,1697,914,2018,20,30
Pass Defense Percentage,20,17,439,912,2018,20,24
Pass Defense Percentage,20,18,1292,910,2017,20,8
Pass Defense Percentage,20,19,201,910,2017,20,3
Pass Defense Percentage,20,20,1145,910,2018,20,13
Pass Defense Percentage,20,21,1697,910,2018,20,0
Pass Defense Percentage,20,22,1512,888,2017,20,14
Pass Defense Percentage,20,23,1292,882,2017,20,16
Pass Defense Percentage,20,24,1292,882,2018,20,26
Pass Defense Percentage,20,25,1292,879,2017,20,7
Pass Defense Percentage,20,26,1281,868,2017,20,19
Pass Defense Percentage,20,27,1145,868,2018,20,30
Pass Defense Percentage,20,28,1292,860,2018,20,0
Pass Defense Percentage,20,29,201,859,2017,20,13
Pass Defense Percentage,20,30,1292,858,2018,20,8
Pass Defense Percentage,20,31,1697,855,2017,20,16
Pass Defense Percentage,20,32,201,853,2017,20,29
Pass Defense Percentage,20,33,1281,853,2017,20,21
Pass Defense Percentage,20,34,1697,853,2018,20,13
Pass Defense Percentage,20,35,1697,853,2018,20,23
Pass Defense Percentage,20,36,439,850,2017,20,28
Pass Defense Percentage,20,37,1292,850,2017,20,14
Pass Defense Percentage,20,38,1281,849,2017,20,13
Pass Defense Percentage,20,39,213,848,2018,20,6
Pass Defense Percentage,20,40,1292,845,2017,20,8
Pass Defense Percentage,20,41,181,843,2017,20,19
Pass Defense Percentage,20,42,576,842,2018,20,6
Pass Defense Percentage,20,43,1697,839,2018,20,24
Pass Defense Percentage,20,44,1512,825,2017,20,28
Pass Defense Percentage,20,45,181,825,2017,20,29
Pass Defense Percentage,20,46,1292,825,2017,20,2
Pass Defense Percentage,20,47,526,825,2017,20,18
Pass Defense Percentage,20,48,1697,825,2017,20,18
Pass Defense Percentage,20,49,730,825,2017,20,23
Pass Defense Percentage,20,50,439,825,2018,20,25
Pass Defense Percentage,20,51,1688,825,2018,20,6
Pass Defense Percentage,20,52,213,825,2018,20,16
Pass Defense Percentage,20,53,1145,825,2018,20,0
Pass Defense Percentage,20,54,1292,822,2017,20,23
Pass Defense Percentage,20,55,439,820,2017,20,16
Pass Defense Percentage,20,56,439,820,2017,20,18
Pass Defense Percentage,20,57,1292,820,2017,20,13
Pass Defense Percentage,20,58,201,820,2017,20,7
Pass Defense Percentage,20,59,576,820,2018,20,13
Pass Defense Percentage,20,60,3882,820,2018,20,13
Pass Defense Percentage,20,61,3882,819,2018,20,16
Pass Defense Percentage,20,62,439,816,2018,20,8
Pass Defense Percentage,20,63,576,812,2018,20,23
Pass Defense Percentage,20,64,201,799,2017,20,23
Pass Defense Percentage,20,65,1292,795,2017,20,23
Pass Defense Percentage,20,66,1697,795,2017,20,23
Pass Defense Percentage,20,67,181,794,2017,20,23
Pass Defense Percentage,20,68,1512,794,2017,20,16
Pass Defense Percentage,20,69,1697,793,2018,20,22
Pass Defense Percentage,20,70,439,792,2017,20,14
Pass Defense Percentage,20,71,526,791,2017,20,7
Pass Defense Percentage,20,72,1512,791,2017,20,21
Pass Defense Percentage,20,73,730,790,2017,20,21
Pass Defense Percentage,20,74,1292,789,2018,20,11
Pass Defense Percentage,20,75,1292,789,2018,20,23
Pass Defense Percentage,20,76,1281,788,2017,20,8
Pass Defense Percentage,20,77,213,788,2018,20,23
Pass Defense Percentage,20,78,213,786,2018,20,25
Pass Defense Percentage,20,79,1688,786,2018,20,11
Pass Defense Percentage,20,80,1697,786,2018,20,8
Pass Defense Percentage,20,81,1292,784,2017,20,28
Pass Defense Percentage,20,82,1512,784,2017,20,3
Pass Defense Percentage,20,83,1512,782,2017,20,19
Pass Defense Percentage,20,84,1512,782,2017,20,2
Pass Defense Percentage,20,85,213,782,2018,20,11
Pass Defense Percentage,20,86,1145,782,2018,20,26
Pass Defense Percentage,20,87,1292,781,2017,20,13
Pass Defense Percentage,20,88,1281,781,2017,20,7
Pass Defense Percentage,20,89,181,779,2017,20,8
Pass Defense Percentage,20,90,1145,779,2018,20,2
Pass Defense Percentage,20,91,84,777,2017,20,13
Pass Defense Percentage,20,92,1281,777,2018,20,23
Pass Defense Percentage,20,93,1697,773,2018,20,13
Pass Defense Percentage,20,94,1697,771,2017,20,19
Pass Defense Percentage,20,95,1697,771,2017,20,8
Pass Defense Percentage,20,96,1512,770,2017,20,13
Pass Defense Percentage,20,97,439,770,2018,20,23
Pass Defense Percentage,20,98,1292,769,2017,20,19
Pass Defense Percentage,20,99,439,769,2017,20,13
Tackles,20,0,1145,14,2018,20,8
Tackles,20,1,1292,12,2017,20,3
Tackles,20,2,1292,12,2018,20,22
Tackles,20,3,201,10,2017,20,2
Tackles,20,4,201,10,2017,20,16
Tackles,20,5,730,10,2017,20,7
Tackles,20,6,439,10,2018,20,23
Tackles,20,7,3882,10,2018,20,11
Tackles,20,8,1292,10,2018,20,24
Tackles,20,9,201,9,2017,20,18
Tackles,20,10,439,9,2017,20,13
Tackles,20,11,1697,9,2017,20,21
Tackles,20,12,1145,9,2017,20,23
Tackles,20,13,1292,9,2018,20,6
Tackles,20,14,439,9,2018,20,13
Tackles,20,15,439,9,2018,20,8
Tackles,20,16,1292,9,2018,20,16
Tackles,20,17,439,9,2018,20,26
Tackles,20,18,201,8,2017,20,29
Tackles,20,19,439,8,2017,20,8
Tackles,20,20,1292,8,2017,20,8
Tackles,20,21,439,8,2017,20,13
Tackles,20,22,1697,8,2017,20,3
Tackles,20,23,1292,8,2017,20,18
Tackles,20,24,201,8,2017,20,13
Tackles,20,25,1292,8,2017,20,7
Tackles,20,26,439,8,2017,20,21
Tackles,20,27,439,8,2017,20,23
Tackles,20,28,1145,8,2018,20,23
Tackles,20,29,1292,8,2018,20,11
Tackles,20,30,3882,8,2018,20,6
Tackles,20,31,1292,8,2018,20,2
Tackles,20,32,3882,8,2018,20,2
Tackles,20,33,1292,8,2018,20,0
Tackles,20,34,1292,7,2017,20,28
Tackles,20,35,439,7,2017,20,23
Tackles,20,36,201,7,2017,20,13
Tackles,20,37,1292,7,2017,20,13
Tackles,20,38,181,7,2017,20,3
Tackles,20,39,181,7,2017,20,16
Tackles,20,40,201,7,2017,20,7
Tackles,20,41,965,7,2017,20,7
Tackles,20,42,1512,7,2017,20,7
Tackles,20,43,1292,7,2017,20,21
Tackles,20,44,1292,7,2018,20,25
Tackles,20,45,3882,7,2018,20,25
Tackles,20,46,439,7,2018,20,11
Tackles,20,47,1145,7,2018,20,11
Tackles,20,48,439,7,2018,20,6
Tackles,20,49,439,7,2018,20,22
Tackles,20,50,1145,7,2018,20,22
Tackles,20,51,965,7,2018,20,23
Tackles,20,52,1145,7,2018,20,23
Tackles,20,53,1292,7,2018,20,8
Tackles,20,54,1697,7,2018,20,24
Tackles,20,55,3882,7,2018,20,24
Tackles,20,56,814,7,2018,20,16
Tackles,20,57,439,7,2018,20,13
Tackles,20,58,576,7,2018,20,13
Tackles,20,59,814,7,2018,20,26
Tackles,20,60,201,6,2017,20,28
Tackles,20,61,439,6,2017,20,28
Tackles,20,62,526,6,2017,20,28
Tackles,20,63,1697,6,2017,20,29
Tackles,20,64,201,6,2017,20,8
Tackles,20,65,814,6,2017,20,8
Tackles,20,66,526,6,2017,20,23
Tackles,20,67,1292,6,2017,20,23
Tackles,20,68,1697,6,2017,20,23
Tackles,20,69,965,6,2017,20,13
Tackles,20,70,1281,6,2017,20,13
Tackles,20,71,201,6,2017,20,3
Tackles,20,72,201,6,2017,20,14
Tackles,20,73,1697,6,2017,20,14
Tackles,20,74,965,6,2017,20,8
Tackles,20,75,1697,6,2017,20,8
Tackles,20,76,1512,6,2017,20,18
Tackles,20,77,1292,6,2017,20,13
Tackles,20,78,3882,6,2018,20,23
Tackles,20,79,1145,6,2018,20,25
Tackles,20,80,965,6,2018,20,11
Tackles,20,81,576,6,2018,20,6
Tackles,20,82,439,6,2018,20,2
Tackles,20,83,814,6,2018,20,2
Tackles,20,84,1292,6,2018,20,13
Tackles,20,85,576,6,2018,20,22
Tackles,20,86,3882,6,2018,20,22
Tackles,20,87,3882,6,2018,20,8
Tackles,20,88,1145,6,2018,20,16
Tackles,20,89,814,6,2018,20,0
Tackles,20,90,965,6,2018,20,13
Tackles,20,91,1697,6,2018,20,26
Tackles,20,92,3882,6,2018,20,26
Tackles,20,93,814,6,2018,20,8
Tackles,20,94,3882,6,2018,20,8
Tackles,20,95,965,5,2017,20,28
Tackles,20,96,1281,5,2017,20,28
Tackles,20,97,201,5,2017,20,19
Tackles,20,98,1281,5,2017,20,29
Tackles,20,99,1512,5,2017,20,29
Assists,20,0,1292,6,2017,20,7
Assists,20,1,1145,6,2018,20,11
Assists,20,2,1292,6,2018,20,2
Assists,20,3,439,6,2018,20,22
Assists,20,4,201,5,2017,20,29
Assists,20,5,1697,5,2017,20,8
Assists,20,6,439,5,2017,20,18
Assists,20,7,439,5,2018,20,25
Assists,20,8,439,5,2018,20,30
Assists,20,9,1292,5,2018,20,0
Assists,20,10,1292,4,2017,20,19
Assists,20,11,965,4,2017,20,8
Assists,20,12,201,4,2017,20,2
Assists,20,13,1292,4,2017,20,23
Assists,20,14,439,4,2017,20,13
Assists,20,15,439,4,2017,20,13
Assists,20,16,1697,4,2017,20,7
Assists,20,17,409,4,2018,20,23
Assists,20,18,3147,4,2018,20,23
Assists,20,19,814,4,2018,20,11
Assists,20,20,213,4,2018,20,6
Assists,20,21,1292,4,2018,20,6
Assists,20,22,439,4,2018,20,24
Assists,20,23,1292,4,2018,20,24
Assists,20,24,201,3,2017,20,28
Assists,20,25,1292,3,2017,20,8
Assists,20,26,439,3,2017,20,23
Assists,20,27,201,3,2017,20,13
Assists,20,28,814,3,2017,20,13
Assists,20,29,2883,3,2017,20,13
Assists,20,30,439,3,2017,20,3
Assists,20,31,814,3,2017,20,14
Assists,20,32,439,3,2017,20,8
Assists,20,33,213,3,2018,20,23
Assists,20,34,1292,3,2018,20,23
Assists,20,35,576,3,2018,20,11
Assists,20,36,1292,3,2018,20,11
Assists,20,37,1145,3,2018,20,6
Assists,20,38,3882,3,2018,20,2
Assists,20,39,965,3,2018,20,13
Assists,20,40,1145,3,2018,20,13
Assists,20,41,965,3,2018,20,22
Assists,20,42,439,3,2018,20,23
Assists,20,43,1145,3,2018,20,23
Assists,20,44,1145,3,2018,20,8
Assists,20,45,213,3,2018,20,24
Assists,20,46,1145,3,2018,20,24
Assists,20,47,1281,3,2018,20,24
Assists,20,48,439,3,2018,20,16
Assists,20,49,1292,3,2018,20,16
Assists,20,50,576,3,2018,20,0
Assists,20,51,1145,3,2018,20,0
Assists,20,52,1145,3,2018,20,13
Assists,20,53,1427,3,2018,20,13
Assists,20,54,3882,3,2018,20,26
Assists,20,55,181,2,2017,20,28
Assists,20,56,1292,2,2017,20,28
Assists,20,57,1697,2,2017,20,28
Assists,20,58,201,2,2017,20,19
Assists,20,59,439,2,2017,20,19
Assists,20,60,439,2,2017,20,29
Assists,20,61,526,2,2017,20,29
Assists,20,62,1281,2,2017,20,29
Assists,20,63,1429,2,2017,20,29
Assists,20,64,2111,2,2017,20,29
Assists,20,65,526,2,2017,20,8
Assists,20,66,526,2,2017,20,2
Assists,20,67,1697,2,2017,20,2
Assists,20,68,2937,2,2017,20,23
Assists,20,69,526,2,2017,20,13
Assists,20,70,1598,2,2017,20,13
Assists,20,71,814,2,2017,20,3
Assists,20,72,201,2,2017,20,14
Assists,20,73,201,2,2017,20,16
Assists,20,74,439,2,2017,20,16
Assists,20,75,1512,2,2017,20,16
Assists,20,76,1697,2,2017,20,16
Assists,20,77,1598,2,2017,20,8
Assists,20,78,201,2,2017,20,18
Assists,20,79,1281,2,2017,20,18
Assists,20,80,201,2,2017,20,13
Assists,20,81,526,2,2017,20,7
Assists,20,82,730,2,2017,20,7
Assists,20,83,1184,2,2017,20,7
Assists,20,84,439,2,2017,20,21
Assists,20,85,563,2,2017,20,21
Assists,20,86,730,2,2017,20,21
Assists,20,87,1292,2,2017,20,21
Assists,20,88,439,2,2017,20,23
Assists,20,89,526,2,2017,20,23
Assists,20,90,1145,2,2017,20,23
Assists,20,91,1281,2,2017,20,23
Assists,20,92,1292,2,2017,20,23
Assists,20,93,1512,2,2017,20,23
Assists,20,94,1697,2,2017,20,23
Assists,20,95,439,2,2018,20,23
Assists,20,96,1688,2,2018,20,23
Assists,20,97,965,2,2018,20,25
Assists,20,98,1145,2,2018,20,25
Assists,20,99,1292,2,2018,20,25
Sacks,20,0,814,30,2018,20,22
Sacks,20,1,814,25,2018,20,2
Sacks,20,2,814,20,2018,20,11
Sacks,20,3,814,20,2018,20,23
Sacks,20,4,439,20,2018,20,26
Sacks,20,5,1429,15,2017,20,29
Sacks,20,6,814,15,2017,20,23
Sacks,20,7,965,15,2017,20,8
Sacks,20,8,814,15,2018,20,6
Sacks,20,9,814,15,2018,20,16
Sacks,20,10,814,10,2017,20,19
Sacks,20,11,965,10,2017,20,19
Sacks,20,12,1281,10,2017,20,19
Sacks,20,13,1281,10,2017,20,2
Sacks,20,14,2883,10,2017,20,2
Sacks,20,15,2111,10,2017,20,23
Sacks,20,16,2937,10,2017,20,14
Sacks,20,17,814,10,2017,20,16
Sacks,20,18,965,10,2017,20,16
Sacks,20,19,439,10,2017,20,8
Sacks,20,20,1598,10,2017,20,8
Sacks,20,21,439,10,2017,20,18
Sacks,20,22,814,10,2017,20,18
Sacks,20,23,1281,10,2017,20,21
Sacks,20,24,1512,10,2017,20,23
Sacks,20,25,756,10,2018,20,11
Sacks,20,26,965,10,2018,20,11
Sacks,20,27,409,10,2018,20,6
Sacks,20,28,439,10,2018,20,6
Sacks,20,29,756,10,2018,20,30
Sacks,20,30,965,10,2018,20,13
Sacks,20,31,1598,10,2018,20,13
Sacks,20,32,756,10,2018,20,23
Sacks,20,33,965,10,2018,20,23
Sacks,20,34,2962,10,2018,20,23
Sacks,20,35,409,10,2018,20,8
Sacks,20,36,481,10,2018,20,24
Sacks,20,37,814,10,2018,20,0
Sacks,20,38,1281,10,2018,20,13
Sacks,20,39,814,10,2018,20,8
Sacks,20,40,965,5,2017,20,29
Sacks,20,41,2937,5,2017,20,23
Sacks,20,42,1281,5,2017,20,16
Sacks,20,43,1598,5,2017,20,16
Sacks,20,44,2937,5,2017,20,8
Sacks,20,45,965,5,2017,20,21
Sacks,20,46,1184,5,2017,20,21
Sacks,20,47,439,5,2017,20,23
Sacks,20,48,1281,5,2017,20,23
Sacks,20,49,965,5,2018,20,6
Sacks,20,50,1598,5,2018,20,2
Sacks,20,51,756,5,2018,20,16
Sacks,20,52,481,5,2018,20,26
Sacks,20,53,576,5,2018,20,26
Sacks,20,54,814,5,2018,20,26
Sacks,20,55,965,5,2018,20,26
Hurries,20,0,814,6,2017,20,23
Hurries,20,1,814,6,2018,20,0
Hurries,20,2,814,5,2017,20,29
Hurries,20,3,814,4,2017,20,16
Hurries,20,4,814,4,2018,20,30
Hurries,20,5,814,4,2018,20,22
Hurries,20,6,756,3,2018,20,24
Hurries,20,7,814,3,2018,20,8
Hurries,20,8,1598,2,2017,20,29
Hurries,20,9,2937,2,2017,20,2
Hurries,20,10,965,2,2017,20,23
Hurries,20,11,965,2,2017,20,16
Hurries,20,12,2937,2,2017,20,16
Hurries,20,13,814,2,2017,20,8
Hurries,20,14,965,2,2017,20,8
Hurries,20,15,2883,2,2017,20,18
Hurries,20,16,965,2,2017,20,13
Hurries,20,17,201,2,2017,20,7
Hurries,20,18,563,2,2017,20,21
Hurries,20,19,1145,2,2018,20,25
Hurries,20,20,409,2,2018,20,11
Hurries,20,21,814,2,2018,20,11
Hurries,20,22,814,2,2018,20,6
Hurries,20,23,814,2,2018,20,2
Hurries,20,24,409,2,2018,20,30
Hurries,20,25,756,2,2018,20,13
Hurries,20,26,409,2,2018,20,23
Hurries,20,27,409,2,2018,20,13
Hurries,20,28,814,1,2017,20,28
Hurries,20,29,965,1,2017,20,28
Hurries,20,30,1184,1,2017,20,28
Hurries,20,31,1598,1,2017,20,28
Hurries,20,32,439,1,2017,20,19
Hurries,20,33,814,1,2017,20,19
Hurries,20,34,1429,1,2017,20,19
Hurries,20,35,965,1,2017,20,29
Hurries,20,36,814,1,2017,20,8
Hurries,20,37,1598,1,2017,20,8
Hurries,20,38,2937,1,2017,20,8
Hurries,20,39,439,1,2017,20,2
Hurries,20,40,1512,1,2017,20,2
Hurries,20,41,2883,1,2017,20,2
Hurries,20,42,1203,1,2017,20,23
Hurries,20,43,1281,1,2017,20,23
Hurries,20,44,2937,1,2017,20,23
Hurries,20,45,814,1,2017,20,13
Hurries,20,46,181,1,2017,20,3
Hurries,20,47,439,1,2017,20,3
Hurries,20,48,814,1,2017,20,3
Hurries,20,49,965,1,2017,20,3
Hurries,20,50,439,1,2017,20,14
Hurries,20,51,1598,1,2017,20,14
Hurries,20,52,2111,1,2017,20,14
Hurries,20,53,2883,1,2017,20,14
Hurries,20,54,526,1,2017,20,16
Hurries,20,55,1598,1,2017,20,16
Hurries,20,56,201,1,2017,20,8
Hurries,20,57,201,1,2017,20,18
Hurries,20,58,2111,1,2017,20,18
Hurries,20,59,1281,1,2017,20,13
Hurries,20,60,2883,1,2017,20,13
Hurries,20,61,1184,1,2017,20,7
Hurries,20,62,439,1,2017,20,23
Hurries,20,63,814,1,2017,20,23
Hurries,20,64,1145,1,2017,20,23
Hurries,20,65,1281,1,2017,20,23
Hurries,20,66,2883,1,2017,20,23
Hurries,20,67,756,1,2018,20,23
Hurries,20,68,965,1,2018,20,23
Hurries,20,69,814,1,2018,20,25
Hurries,20,70,965,1,2018,20,25
Hurries,20,71,481,1,2018,20,11
Hurries,20,72,756,1,2018,20,11
Hurries,20,73,1598,1,2018,20,11
Hurries,20,74,349,1,2018,20,2
Hurries,20,75,756,1,2018,20,2
Hurries,20,76,409,1,2018,20,13
Hurries,20,77,814,1,2018,20,13
Hurries,20,78,409,1,2018,20,22
Hurries,20,79,756,1,2018,20,22
Hurries,20,80,965,1,2018,20,22
Hurries,20,81,439,1,2018,20,23
Hurries,20,82,814,1,2018,20,23
Hurries,20,83,576,1,2018,20,8
Hurries,20,84,814,1,2018,20,24
Hurries,20,85,409,1,2018,20,16
Hurries,20,86,756,1,2018,20,16
Hurries,20,87,814,1,2018,20,16
Hurries,20,88,2883,1,2018,20,16
Hurries,20,89,409,1,2018,20,0
Hurries,20,90,965,1,2018,20,13
Hurries,20,91,965,1,2018,20,26
Hurries,20,92,1598,1,2018,20,26
Hurries,20,93,3882,1,2018,20,26
Hurries,20,94,409,1,2018,20,8
Hurries,20,95,481,1,2018,20,8
Hurries,20,96,965,1,2018,20,8
Blocked Passes,20,0,814,3,2018,20,22
Blocked Passes,20,1,965,1,2017,20,28
Blocked Passes,20,2,965,1,2017,20,29
Blocked Passes,20,3,1598,1,2017,20,2
Blocked Passes,20,4,814,1,2017,20,13
Blocked Passes,20,5,1281,1,2017,20,13
Blocked Passes,20,6,1598,1,2017,20,8
Blocked Passes,20,7,965,1,2017,20,18
Blocked Passes,20,8,1281,1,2017,20,18
Blocked Passes,20,9,1184,1,2017,20,13
Blocked Passes,20,10,2883,1,2017,20,13
Blocked Passes,20,11,439,1,2017,20,7
Blocked Passes,20,12,1281,1,2017,20,7
Blocked Passes,20,13,1184,1,2017,20,21
Blocked Passes,20,14,439,1,2017,20,23
Blocked Passes,20,15,814,1,2017,20,23
Blocked Passes,20,16,2111,1,2017,20,23
Blocked Passes,20,17,756,1,2018,20,25
Blocked Passes,20,18,409,1,2018,20,11
Blocked Passes,20,19,814,1,2018,20,2
Blocked Passes,20,20,409,1,2018,20,30
Blocked Passes,20,21,965,1,2018,20,30
Blocked Passes,20,22,756,1,2018,20,13
Blocked Passes,20,23,965,1,2018,20,13
Blocked Passes,20,24,814,1,2018,20,24
Blocked Passes,20,25,756,1,2018,20,0
Blocked Passes,20,26,814,1,2018,20,0
Blocked Passes,20,27,409,1,2018,20,13
Blocked Passes,20,28,1281,1,2018,20,26
Blocked Passes,20,29,439,1,2018,20,8
Field Goals,20,0,1780,4,2017,20,14
Field Goals,20,1,3631,4,2018,20,26
Field Goals,20,2,1780,3,2017,20,2
Field Goals,20,3,1780,3,2017,20,3
Field Goals,20,4,1780,3,2017,20,16
Field Goals,20,5,1780,3,2017,20,13
Field Goals,20,6,3631,3,2018,20,23
Field Goals,20,7,3631,3,2018,20,13
Field Goals,20,8,3631,3,2018,20,8
Field Goals,20,9,1780,2,2017,20,23
Field Goals,20,10,3631,2,2018,20,2
Field Goals,20,11,3631,2,2018,20,30
Field Goals,20,12,1780,1,2017,20,28
Field Goals,20,13,1780,1,2017,20,19
Field Goals,20,14,1780,1,2017,20,29
Field Goals,20,15,1780,1,2017,20,8
Field Goals,20,16,1780,1,2017,20,23
Field Goals,20,17,1780,1,2017,20,13
Field Goals,20,18,1780,1,2017,20,18
Field Goals,20,19,1780,1,2017,20,7
Field Goals,20,20,3631,1,2018,20,11
Field Goals,20,21,3631,1,2018,20,22
Field Goals,20,22,3631,1,2018,20,23
Field Goals,20,23,3631,1,2018,20,16
Field Goals,20,24,3631,1,2018,20,0
Field Goals,20,25,3631,1,2018,20,13
Field Goals,20,26,3631,1,2018,20,8
Key Run Blocks,20,0,57,7,2017,20,16
Key Run Blocks,20,1,480,7,2018,20,13
Key Run Blocks,20,2,57,6,2018,20,30
Key Run Blocks,20,3,57,5,2018,20,11
Key Run Blocks,20,4,480,5,2018,20,11
Key Run Blocks,20,5,317,4,2017,20,28
Key Run Blocks,20,6,480,4,2017,20,29
Key Run Blocks,20,7,57,4,2017,20,2
Key Run Blocks,20,8,57,4,2017,20,23
Key Run Blocks,20,9,57,4,2017,20,3
Key Run Blocks,20,10,57,4,2017,20,14
Key Run Blocks,20,11,57,4,2018,20,6
Key Run Blocks,20,12,57,4,2018,20,13
Key Run Blocks,20,13,57,4,2018,20,26
Key Run Blocks,20,14,480,3,2017,20,28
Key Run Blocks,20,15,57,3,2017,20,8
Key Run Blocks,20,16,57,3,2017,20,8
Key Run Blocks,20,17,57,3,2017,20,18
Key Run Blocks,20,18,317,3,2017,20,7
Key Run Blocks,20,19,57,3,2017,20,21
Key Run Blocks,20,20,57,3,2017,20,23
Key Run Blocks,20,21,57,3,2018,20,23
Key Run Blocks,20,22,981,3,2018,20,11
Key Run Blocks,20,23,480,3,2018,20,2
Key Run Blocks,20,24,981,3,2018,20,2
Key Run Blocks,20,25,981,3,2018,20,30
Key Run Blocks,20,26,317,3,2018,20,22
Key Run Blocks,20,27,981,3,2018,20,22
Key Run Blocks,20,28,317,3,2018,20,16
Key Run Blocks,20,29,480,3,2018,20,16
Key Run Blocks,20,30,57,2,2017,20,19
Key Run Blocks,20,31,480,2,2017,20,19
Key Run Blocks,20,32,57,2,2017,20,29
Key Run Blocks,20,33,317,2,2017,20,29
Key Run Blocks,20,34,1148,2,2017,20,29
Key Run Blocks,20,35,2676,2,2017,20,29
Key Run Blocks,20,36,317,2,2017,20,8
Key Run Blocks,20,37,317,2,2017,20,2
Key Run Blocks,20,38,480,2,2017,20,2
Key Run Blocks,20,39,2676,2,2017,20,2
Key Run Blocks,20,40,339,2,2017,20,23
Key Run Blocks,20,41,2676,2,2017,20,23
Key Run Blocks,20,42,57,2,2017,20,13
Key Run Blocks,20,43,1148,2,2017,20,14
Key Run Blocks,20,44,317,2,2017,20,16
Key Run Blocks,20,45,2678,2,2017,20,16
Key Run Blocks,20,46,57,2,2017,20,13
Key Run Blocks,20,47,2676,2,2017,20,13
Key Run Blocks,20,48,2678,2,2017,20,13
Key Run Blocks,20,49,57,2,2017,20,7
Key Run Blocks,20,50,2676,2,2017,20,7
Key Run Blocks,20,51,1148,2,2017,20,23
Key Run Blocks,20,52,2676,2,2017,20,23
Key Run Blocks,20,53,2678,2,2017,20,23
Key Run Blocks,20,54,480,2,2018,20,23
Key Run Blocks,20,55,1148,2,2018,20,23
Key Run Blocks,20,56,480,2,2018,20,25
Key Run Blocks,20,57,981,2,2018,20,25
Key Run Blocks,20,58,317,2,2018,20,11
Key Run Blocks,20,59,57,2,2018,20,2
Key Run Blocks,20,60,57,2,2018,20,13
Key Run Blocks,20,61,317,2,2018,20,13
Key Run Blocks,20,62,480,2,2018,20,23
Key Run Blocks,20,63,981,2,2018,20,23
Key Run Blocks,20,64,1801,2,2018,20,23
Key Run Blocks,20,65,480,2,2018,20,8
Key Run Blocks,20,66,57,2,2018,20,16
Key Run Blocks,20,67,1148,2,2018,20,16
Key Run Blocks,20,68,57,2,2018,20,0
Key Run Blocks,20,69,981,2,2018,20,0
Key Run Blocks,20,70,981,2,2018,20,26
Key Run Blocks,20,71,57,1,2017,20,28
Key Run Blocks,20,72,1148,1,2017,20,28
Key Run Blocks,20,73,2676,1,2017,20,28
Key Run Blocks,20,74,2676,1,2017,20,19
Key Run Blocks,20,75,339,1,2017,20,8
Key Run Blocks,20,76,480,1,2017,20,8
Key Run Blocks,20,77,317,1,2017,20,23
Key Run Blocks,20,78,2678,1,2017,20,23
Key Run Blocks,20,79,144,1,2017,20,13
Key Run Blocks,20,80,317,1,2017,20,13
Key Run Blocks,20,81,2676,1,2017,20,13
Key Run Blocks,20,82,1148,1,2017,20,3
